igbo_word,english_translation,pronunciation_guide
ojì,iron staff with pieces of metal usually used by native doctors and masquerades. It makes some metallic sounds when hit on the ground; ceremonial staff of dibịà,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63da1e3ea918d950e32c44df.mp3
ụgbọ̀gụ̀rụ̀,pumpkin (Cucurbita pepo Linn. and C. maxima Duchesne),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63d80f3ba3346426240f4e66.mp3
ọ̀kàmmụ̀ta,doctor of philosophy [Ph.D.],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9842b322a6bd4d13e8.mp3
kpacha,scrape (e.g. roasted yam); make neat,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63bb0793c7050091f5561a0f.mp3
rọtù,lift down (e.g. pot from tripod),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c4b28741c1d94909b45c27.mp3
bupùte,carry out (object),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6419f0be321e5d24f0ad1352.mp3
ụnọ̀ ọgwụ̀,hospital; dispensary; nursing home,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64ef69eef5eb14a79a72845a.mp3
leru anyā,Be watchful; be careful,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/647a0a2256315e4057a8e78e.mp3
tichàpụ̀,beat off entirely,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6411bd7b257405cb3952dc64.mp3
kpokọ̀nata,pull together (e.g. branches which have been cut); compress; pack closely together,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63e18ba472d9c86b854e9630.mp3
sàghe,"open; open wide (e.g. hand, mouth, book, but not door)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633048a1db3f7b1ce7c8cf68.mp3
tigwò,break into pieces (e.g. iron pot); demolish,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63ca58291c4c6c02d3b405bf.mp3
otogbō,"any long gown, robe (e.g. surplice);",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63e440fdda95521aad2fe3dd.mp3
gbùwa,"cut open, break into two (e.g. coconut)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/641734032bffe740d1741a7d.mp3
akwa àrị̀rị̀,"weeping over personal tragedy or misfortune, e.g. death of one’s dear one; unnatural misfortune, e.g. thrashing by one’s child or lover",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63f66a1fda5528593cca2eec.mp3
tụchàpụ̀,"pick out, off (things which stick, e.g. fleas on dog)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9842b322a6bd4d13d7.mp3
sọ oyī,abhor; disgust; be ugly to; be ugly (e.g. faeces or ulcer),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/639bd4aa6e2f95ca60aa8c35.mp3
uhìrì,mark; track; trace; footprint; trail (e.g. of snake); sunbeam,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63cc1b46fe8bacd07de26e68.mp3
-re,for or in favor of (used when the verb ends with 'e'),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7918.webm
uhiē,camwood (dye-wood from the tree Baphia nitida Lodd. or,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/640d5d476fc36ff9dcb8305c.mp3
Chinèekè,God creates; God is the creator,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7aaf.webm
Chidiebube,God is glorious,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6089babe4e13fe8b6d6ef88f.webm
Chidimma,God is good,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6088c7558ea2d826346d7402.webm
Chibụ̀ezè,God is king,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6089bab74e13fe029c6ef88e.mp3
Chidị̀èberè,God is merciful,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6088c75d8ea2d8fc886d7403.webm
Chinonso,God is nearby,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6089bae24e13fe712b6ef893.webm
Chukwuèbùka,God is so great,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/60771064b11b214a0949f2b8.webm
Chiāmākā,God is so pleasant; God is awesome,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/607d96b300816bad03734a34.webm
Chibụīkē,God is strength,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6089bacc4e13fe98236ef891.mp3
Chidike,God is strong,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6088c7788ea2d8b36e6d7404.webm
Chike,God is the greatest,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6088c6818ea2d85c166d73f2.webm
Chika,God is the greatest,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6088c7058ea2d8ede06d73fd.webm
Chibụzọ,God leads the way,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6089bac54e13fe2f676ef890.webm
Chidiegwu,God is wonderful,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6089bb494e13fe0e4a6ef896.webm
Mụnàchim̄sò,I am in the company of my God,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b74f9.mp3
mụnwà,"I myself, me (emphatic)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/643a5e6c162c0572073abfc0.mp3
m,"I; me; my; first person singular subject, object, and possessive Igbo language pronoun",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7f86.webm
rụ ọgwụ̀,neutralise effect of poison,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c73475f7e95c131edbaec0.mp3
àkọ,ability to recognize or understand that something is the case; discernment; sense,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6f9b.mp3
urù,"the soft tissues of humans, animals, or fruits' bodies, especially that which cover an inner part which is often harder; flesh",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8bcd.mp3
ụzọ̀nwaàbànà,an alternative route that is shorter than the one usually taken; shortcut,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/638fbf941d55785a15522ea8.mp3
ọ̀dọọkụ̄,an enclosed structure in which heat is produced; furnace;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6363e13fc46b904ce2fe7d3d.mp3
ǹgàjị̀,an object that is often used for eating or serving food; spoon,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63b7a707965721767d1fbbd8.mp3
gwūsò egwu,approach playfully; be playful to someone or something who is playful to you,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7587.webm
akamèrè,artificial; something that is not natural,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63404200855d7733464308d2.mp3
bụ,"be (is, am, are); who or what someone is; what something is; whose someone or something is",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6360946bc5333770f104df58.mp3
dị ìrè,"be efficacious; be existent; be valid, is real",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7ef2.webm
cha acha,be ripe; ripen,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6368822747ea029cee7f8faa.mp3
gba osiālị̄,bear witness or tell the way it is,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8a00.webm
ji,"bend like it is about to break; weary such that it can't stand straight anymore, especially limbs and joints",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7bc4.mp3
gha agha,change from what is said or expected; fail; disappoint,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7888.webm
edè,cocoyam,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7533.webm
àsè,inquiry; enquire;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634f087d92d1ef94a995f6fa.mp3
takụ,cooked to the extent that there is no water left in the pot on fire; burnt food on fire,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/636f14af4cb52abb223c10ec.mp3
òfèkè,dunce; simpleton; fool; an unintelligent person,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/650a2e8f7d2d3302d2e1926a.mp3
ọ̀gwụgwụ,"ending, end; finishing; the fact that something ended or is ending",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7949.webm
egbèokwū,"exaggeration; hyperbole; overstatement; making something seem larger, more important or worse than it is",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634eac154d77ed2f742c21cb.mp3
òlìlàanya,what is being looked forward to; hope,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8ce1.mp3
rapụ̀ta,lure out;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634f08f12a03724cc6736e25.mp3
àwọ̀m̀,"farm, especially where only cassava is cultivated",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6e6c.webm
Nnàbụ̀ihe,fatherhood is substantial,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b854e.mp3
Nnàkā,fatherhood is supreme,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b81b2.mp3
nri,food; any nourishing substance that is eaten or otherwise taken into the body to sustain life,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b82e2.webm
Ọdị̀nakachūkwū,it is in God's hands,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b76bf.mp3
ọọ̄,it is; he is; she is,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/60a37991c50cd1246ac5da3f.webm
ǹsara,white soup [usually cooked without oil],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c6238c713efef6c59f94c6.mp3
Ndụ̀biisi,life is key; life is the most important; life first,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62d01f6f8ad3b855a390191a.mp3
Ndụ̀bụezè,life is prime; life is the greatest; life is the most important,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7640.webm
Ndụ̀ka,life is supreme,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7ca4.mp3
agụmagụ,literature,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633c93f49888d7efe1d603aa.mp3
Ndụ̀bụ̀akù,male name (literally life is wealth),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/644564dd1e840729f703590c.mp3
Nneāmākā,motherhood is pleasant,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/60acb5d2b2e81f83926a8a83.mp3
ọlàolū,"necklace; an ornament made of bead, cord or chain that is worn around the neck",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6352aca17bc661e8e69595e9.mp3
abàlị̀,night; the period after evening when the day is dark,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6dbe.webm
mata,realize; find out; get to know correctly,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/642ccc1a6e61d26a88c63375.mp3
ọ̀ṅụm̄mānyā,one who is habitually drunk; drunkard,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6402c00237cff46682d0b696.mp3
azị̀zarā,"organs of the body that swell up under the jaws, armpits, and in the groin when there is an injury; lymph node; lymph nodes",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/636f034b68b51a5ca0a327cc.mp3
mefè,overdo things; do more than is expected,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/646f154fe428f463d8753541.mp3
ọ̀kwọụgbọelū,pilot; someone who is authorized to operate an aircraft,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634eaabce484177656d815ef.mp3
ǹdànùsòrò,rhythm [pattern of movement or sound that is regular and repeated],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63418a5e8dca37d12a83835b.mp3
m̀kpụrụ̀,small yam tuber(s) that is/are very tasty,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9842b322a6bd4d1474.mp3
onyensọ̄,someone who is exceptionally holy; saint,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/635930f0625b93510b2a42fa.mp3
ọ̀ham̄mīrī,someone whose job is to make or stop rain to fall; rainmaker,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/641e495614ca76bbbc171ab4.mp3
Ụzọ̀dị̀mmā,the way or road or path is good,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62711cc45ba831b5345e3e72.webm
anya,the part of the body  on your face that is used for seeing; eye(s),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b71a1.webm
ùbu,the part of the body where the arm is connected; shoulder,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8b59.mp3
oluakwà,the part which fits round the neck and is usually folded over; collar,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6378b340346c66935f4023bf.mp3
Àzụbụ̀ike,the past experience is strength; history is strength; those standing behind (supporters) are strength,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6088c621ff36e572955038ba.mp3
ọnụarā,the small projection in the breast where milk is discharged from: nipple,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632f7ef458faf3cacbc0783a.mp3
yabụ̀,therefore; that is to say.,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/647708ee6cba626fe38560c3.mp3
gbà erè,"think that something is the case, especially without being sure; presume; assume",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6357e5cc7379dd866a7381fe.mp3
kwuchi ọnụ̄,to speak while someone is speaking in order to make that person not to continue; to interrupt someone speaking,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8842.webm
Tagbo,today is early; there is still time; it is an early stage; more is yet to come,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64147cee9a96247778ff4447.mp3
zụ̀tò,train or raise someone till the person is grown; raise,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8db1.webm
ọ̀dị̀dàanyanwụ̄,west; the direction where the sun is seen to be going down in the evening,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6371af52d5b01a0c38ece02c.mp3
gịnị̄,what?; something unknown whose information is being asked for,
-ri,for or in favor of - used when the verb ends with 'i',https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b730c.webm
-rị,for or in favor of - used when the verb ends with 'ị',https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7ab9.webm
ụkwụōlōgbā,"crooked, knock-kneed legs; ""K-legs""",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63b3c902c0362a94da746ce8.mp3
